Trial,Coherence,Practice,Block,Target_Direction,Distractor_Direction,RT,Acc,Congruency
1,40,1,3,1,2,3.50785659796156,0,0
2,10,1,3,1,1,2.07901019567862,1,1
3,10,1,3,2,1,1.27662030605097,1,0
4,20,1,3,1,1,1.29146455617729,0,1
5,90,1,3,1,2,1.02029933883614,1,0
6,60,1,3,1,2,0.7138194858926,1,0
7,80,1,3,1,2,0.544544658689574,1,0
8,80,1,3,2,2,0.579516840155065,1,1
9,60,1,3,2,2,0.905115665779249,1,1
10,40,1,3,2,1,0.65951650816578,1,0
11,40,1,3,1,1,1.1137398806427,1,1
12,90,1,3,2,2,0.548630652568136,1,1
13,40,1,3,2,2,1.10008790498205,1,1
14,10,1,3,2,2,1.78516469914939,0,1
15,20,1,3,2,2,0.825973396113113,1,1
16,90,1,3,1,1,0.579387653031063,1,1
17,90,1,3,2,1,0.51807248480236,1,0
18,60,1,3,1,1,0.579949147906518,1,1
19,10,1,3,1,2,2.03343384428445,0,0
20,20,1,3,2,1,1.526508981392,1,0
21,60,1,3,2,1,0.620229909778573,1,0
22,80,1,3,1,1,0.594633898845586,1,1
23,80,1,3,2,1,0.539972950092761,1,0
24,20,1,3,1,2,1.00014434315563,1,0
1,10,0,4,2,2,0.882519466478698,1,1
2,40,0,4,1,2,0.782993056372561,1,0
3,90,0,4,1,2,0.520792270712718,1,0
4,20,0,4,2,1,0.620404925854473,1,0
5,20,0,4,1,2,0.89184980805976,1,0
6,60,0,4,2,1,0.574727895108481,1,0
7,80,0,4,2,2,0.822602622571139,1,1
8,20,0,4,1,2,0.870614043001297,1,0
9,60,0,4,2,1,0.583612577196618,1,0
10,90,0,4,1,1,0.525282786285061,1,1
11,40,0,4,1,2,1.03493248709765,1,0
12,10,0,4,1,2,1.886326517209,1,0
13,20,0,4,1,1,1.30970303560844,0,1
14,10,0,4,2,1,1.72477982255896,1,0
15,80,0,4,2,1,0.565502202315656,1,0
16,90,0,4,2,1,0.51980640695956,1,0
17,60,0,4,2,1,0.592493650705364,1,0
18,60,0,4,2,2,0.521442536628456,1,1
19,60,0,4,1,1,0.522675227177842,1,1
20,10,0,4,1,1,1.15176058955512,1,1
21,60,0,4,1,1,0.589441514679493,1,1
22,40,0,4,2,2,0.586197763113887,1,1
23,60,0,4,2,2,0.53435836219569,1,1
24,80,0,4,1,2,0.545024599682165,1,0
25,20,0,4,2,1,0.83949257607037,1,0
26,10,0,4,1,2,1.4722085296703,0,0
27,10,0,4,1,1,2.50198724439542,1,1
28,60,0,4,1,2,0.69199588333322,1,0
29,80,0,4,2,1,0.523487879144341,1,0
30,20,0,4,1,2,0.953556146239862,1,0
31,80,0,4,1,2,0.552294803574114,1,0
32,10,0,4,2,2,2.1825507889439,0,1
33,10,0,4,1,1,1.32169398240603,0,1
34,10,0,4,1,2,4.9990202708309,1,0
35,20,0,4,2,1,0.91420459343226,1,0
36,20,0,4,2,2,1.33433519511937,0,1
37,40,0,4,1,2,0.672980837724481,1,0
38,10,0,4,1,1,1.37691606517683,0,1
39,60,0,4,2,1,0.656168468670785,1,0
40,40,0,4,1,1,0.929101167952922,1,1
41,90,0,4,2,1,0.615678048365226,1,0
42,80,0,4,2,1,0.997716491277515,1,0
43,20,0,4,1,1,2.07347607909151,1,1
44,80,0,4,1,1,0.663128695635805,1,1
45,10,0,4,2,1,4.65170249143512,1,0
46,60,0,4,1,2,3.0716667376355,1,0
47,40,0,4,2,2,3.03055167232378,0,1
48,80,0,4,2,2,0.779453762196226,1,1
49,80,0,4,1,1,0.727690141434323,1,1
50,60,0,4,1,1,0.560865900156386,1,1
51,40,0,4,1,2,1.06748980756902,1,0
52,60,0,4,1,1,0.567898659557159,1,1
53,40,0,4,2,1,0.904295435796939,1,0
54,40,0,4,2,1,2.58226657726982,1,0
55,10,0,4,2,1,3.63293752034315,1,0
56,90,0,4,2,1,0.52600378034731,1,0
57,10,0,4,2,1,1.84759600082862,0,0
58,60,0,4,2,1,0.759634003494284,1,0
59,90,0,4,1,2,0.731761340139201,1,0
60,40,0,4,2,2,0.562140811078734,1,1
61,90,0,4,1,1,0.521072657292279,1,1
62,40,0,4,2,2,0.506037152485078,1,1
63,40,0,4,2,2,0.736811907155243,1,1
64,80,0,4,1,1,0.525786543897993,1,1
65,90,0,4,2,1,0.55605530363664,1,0
66,20,0,4,1,1,0.93202844714915,1,1
67,40,0,4,2,2,0.440866217711573,1,1
68,60,0,4,2,2,0.570502970942925,1,1
69,90,0,4,1,1,0.492536015422047,1,1
70,40,0,4,1,1,1.12925893502188,1,1
71,10,0,4,2,1,3.49490973861612,0,0
72,20,0,4,2,2,1.18808129695208,1,1
73,60,0,4,1,1,0.802280188829627,1,1
74,10,0,4,2,1,0.903797091052638,1,0
75,40,0,4,2,1,0.712949457522427,1,0
76,40,0,4,1,1,0.680929093589839,1,1
77,10,0,4,1,1,1.24494239625528,0,1
78,80,0,4,2,2,0.621671537045131,1,1
79,20,0,4,2,1,2.04569182591922,0,0
80,80,0,4,1,2,0.46212291252732,1,0
81,80,0,4,1,2,0.524049734877735,1,0
82,10,0,4,1,1,0.993784222860086,1,1
83,90,0,4,1,1,0.489876131920937,1,1
84,20,0,4,1,1,3.23491992924301,0,1
85,40,0,4,2,2,0.652022933240914,1,1
86,60,0,4,1,1,0.585572035534369,1,1
87,80,0,4,1,1,0.560948897471008,1,1
88,90,0,4,1,1,0.447142618976613,1,1
89,10,0,4,1,1,2.82573956020087,0,1
90,10,0,4,1,2,1.29748258319387,0,0
91,90,0,4,2,2,0.54039226695977,1,1
92,80,0,4,1,2,0.573447932175895,1,0
93,10,0,4,1,2,1.28913233163985,0,0
94,90,0,4,2,1,0.580606630980583,1,0
95,20,0,4,2,1,0.763805159834646,1,0
96,10,0,4,2,2,2.07296763032537,0,1
97,40,0,4,1,1,0.641537124698971,1,1
98,20,0,4,2,1,1.19245453371059,1,0
99,80,0,4,1,1,0.870587339517442,1,1
100,80,0,4,2,2,0.560802750025687,1,1
101,80,0,4,1,2,0.502017917316152,1,0
102,60,0,4,2,1,0.482898583777114,1,0
103,80,0,4,2,1,0.569477412821925,1,0
104,40,0,4,2,1,0.518301268703908,1,0
105,10,0,4,2,1,2.48975055337542,1,0
106,80,0,4,2,2,0.499542071338965,1,1
