Trial,Coherence,Practice,Block,Target_Direction,Distractor_Direction,RT,Acc,Congruency
1,60,1,3,2,1,4.53732639137888,1,0
2,40,1,3,2,2,0.952345863275696,0,1
3,10,1,3,1,1,2.74255731143057,1,1
4,80,1,3,1,1,0.600366775703151,1,1
5,90,1,3,1,2,0.646040164865553,1,0
6,20,1,3,2,2,2.71455367689487,1,1
7,90,1,3,1,1,0.609238460485358,1,1
8,80,1,3,1,2,0.7203263163683,1,0
9,20,1,3,2,1,1.45014246657956,0,0
10,60,1,3,1,1,0.624921333044767,1,1
11,90,1,3,2,1,0.613790679431986,1,0
12,40,1,3,1,1,0.504809149599168,1,1
13,80,1,3,2,2,0.527875891013537,1,1
14,80,1,3,2,1,0.578340747742914,1,0
15,40,1,3,1,2,0.487259560555685,1,0
16,90,1,3,2,2,0.63610322837485,1,1
17,10,1,3,2,1,1.47689572942909,0,0
18,20,1,3,1,1,0.828821770963259,1,1
19,20,1,3,1,2,0.912805249507073,1,0
20,60,1,3,1,2,0.731003732711542,1,0
21,10,1,3,1,2,0.755716706509702,1,0
22,40,1,3,2,1,1.3922836369602,0,0
23,60,1,3,2,2,0.898742266814224,1,1
24,10,1,3,2,2,2.69923599221511,0,1
1,90,0,4,1,1,0.660339870140888,1,1
2,10,0,4,2,2,1.07245552068343,1,1
3,10,0,4,1,1,1.87209726119181,1,1
4,10,0,4,2,2,1.29237190273125,1,1
5,80,0,4,1,1,0.588853613007814,1,1
6,20,0,4,1,1,0.756564361101482,1,1
7,40,0,4,1,2,0.750495818385389,1,0
8,60,0,4,2,2,0.639606073324103,1,1
9,90,0,4,1,2,0.538927516667172,1,0
10,20,0,4,1,2,1.91686020663474,0,0
11,20,0,4,1,2,0.803050762566272,1,0
12,60,0,4,1,1,0.784590368857607,1,1
13,10,0,4,2,1,2.17826114257332,1,0
14,10,0,4,2,1,3.74825020134449,1,0
15,40,0,4,2,1,0.820769593818113,1,0
16,90,0,4,2,2,0.729095156711992,1,1
17,80,0,4,1,2,0.621729186445009,1,0
18,80,0,4,1,2,0.600316255644429,1,0
19,20,0,4,2,1,0.91680210857885,1,0
20,40,0,4,1,2,0.669480033044238,1,0
21,40,0,4,2,1,0.865024812577758,1,0
22,10,0,4,1,2,2.92056765791494,1,0
23,20,0,4,2,1,1.09464754315559,1,0
24,80,0,4,2,1,0.668027581064962,1,0
25,90,0,4,2,2,0.85748794011306,1,1
26,60,0,4,1,2,0.895384847419336,1,0
27,40,0,4,1,2,2.59751491784118,1,0
28,90,0,4,2,1,0.599580827751197,1,0
29,80,0,4,1,1,0.65129713882925,1,1
30,10,0,4,1,1,1.40769297943916,0,1
31,40,0,4,1,1,0.616908850264736,1,1
32,60,0,4,2,1,0.621612268616445,1,0
33,20,0,4,2,2,0.84618479659548,1,1
34,90,0,4,1,2,0.571817885269411,1,0
35,90,0,4,2,1,0.603532218781766,1,0
36,10,0,4,1,1,0.816401051415596,1,1
37,60,0,4,1,1,0.781605354568455,0,1
38,60,0,4,1,2,0.834045546012931,1,0
39,60,0,4,2,1,0.5907087821397,1,0
40,40,0,4,2,1,1.07730256032664,1,0
41,20,0,4,2,1,1.02886031055823,1,0
42,20,0,4,2,2,0.943439536145888,1,1
43,80,0,4,1,2,0.736809210269712,1,0
44,80,0,4,1,1,0.826601774839219,1,1
45,40,0,4,1,1,0.88834198913537,1,1
46,20,0,4,1,2,0.802123719302472,1,0
47,60,0,4,1,2,0.692136118363123,1,0
48,40,0,4,2,1,0.69378199003404,1,0
