Trial,Coherence,Practice,Block,Target_Direction,Distractor_Direction,RT,Acc,Congruency
1,20,1,3,1,1,1.1978602349991,1,1
2,80,1,3,1,1,0.483159594999961,1,1
3,90,1,3,1,1,0.611881245000404,1,1
4,10,1,3,1,1,0.743803373999981,1,1
5,60,1,3,2,2,0.522965001000557,1,1
6,20,1,3,1,2,0.621334777000811,1,0
7,40,1,3,1,2,0.554603195998425,1,0
8,90,1,3,1,2,0.485227637000207,1,0
9,20,1,3,2,2,0.618399877999764,1,1
10,40,1,3,2,1,0.540501022000171,1,0
11,10,1,3,1,2,0.442730872000539,1,0
12,90,1,3,2,1,0.490817895000873,1,0
13,20,1,3,2,1,0.770118247000937,1,0
14,40,1,3,2,2,0.507336778000536,1,1
15,60,1,3,1,2,0.585737094999786,1,0
16,60,1,3,1,1,0.518455192999681,1,1
17,80,1,3,2,2,0.485247384000104,1,1
18,40,1,3,1,1,0.488592514999254,1,1
19,60,1,3,2,1,0.453217762998975,0,0
20,10,1,3,2,1,0.436552347000543,1,0
21,90,1,3,2,2,0.420621870000105,1,1
22,80,1,3,2,1,0.467839668001034,1,0
23,80,1,3,1,2,0.421934858999521,0,0
24,10,1,3,2,2,0.422268173000703,1,1
1,60,0,4,2,1,0.537103388000105,1,0
2,40,0,4,1,1,0.409575439000037,1,1
3,90,0,4,2,1,0.413988528998743,1,0
4,90,0,4,2,2,0.499064203000671,1,1
5,90,0,4,1,1,0.405043324999497,1,1
6,80,0,4,2,2,0.328954986000099,1,1
7,20,0,4,1,1,0.464555464999648,1,1
8,20,0,4,2,2,0.484535030998813,1,1
9,90,0,4,1,2,0.417198916000416,1,0
10,90,0,4,1,2,0.524671523000507,1,0
11,20,0,4,1,2,0.448322038999322,0,0
12,20,0,4,2,1,0.591857708001044,1,0
13,20,0,4,1,2,0.495215638000445,0,0
14,90,0,4,1,1,0.496116957998311,1,1
15,60,0,4,2,2,0.475341630999537,1,1
16,10,0,4,1,2,0.451007061001292,0,0
17,60,0,4,1,1,0.480900528000348,1,1
18,80,0,4,1,1,0.50254615599988,1,1
19,10,0,4,1,1,2.03052386499985,1,1
20,90,0,4,2,1,0.462196914000742,1,0
21,10,0,4,1,1,0.482810940000491,1,1
22,90,0,4,1,2,0.46264929300014,1,0
23,80,0,4,2,2,0.47765172400068,1,1
24,80,0,4,1,2,0.462417998998717,1,0
25,80,0,4,2,2,0.465605515000789,1,1
26,90,0,4,1,2,0.486730843998885,1,0
27,60,0,4,1,1,0.532193970000662,1,1
28,90,0,4,1,2,0.470561740999983,1,0
29,60,0,4,2,1,0.437954507999166,1,0
30,40,0,4,2,2,0.544849420000901,1,1
31,80,0,4,2,1,0.528399741000612,1,0
32,60,0,4,1,2,0.462683744000969,1,0
33,20,0,4,2,2,0.45528955699956,1,1
34,90,0,4,2,2,0.498502636999547,1,1
35,60,0,4,1,2,0.500037978999899,1,0
36,20,0,4,1,1,0.615234331999091,1,1
37,20,0,4,2,1,0.429088827000669,1,0
38,10,0,4,2,2,0.610270117000255,1,1
39,20,0,4,2,1,0.860136252000302,1,0
40,90,0,4,1,1,0.460663314999692,1,1
41,60,0,4,2,1,0.488907114999165,1,0
42,60,0,4,2,1,0.540553084998464,1,0
43,80,0,4,1,1,0.47112596199986,1,1
44,40,0,4,2,2,0.444895268999971,1,1
45,10,0,4,1,1,0.439730477000921,1,1
46,80,0,4,1,1,0.583644330001334,1,1
47,90,0,4,1,2,0.481068122000579,1,0
48,20,0,4,1,1,0.544584606999706,0,1
49,80,0,4,2,2,0.400799932000155,1,1
50,90,0,4,1,1,0.458523729999797,1,1
51,20,0,4,1,2,0.566159324998807,1,0
52,10,0,4,2,2,0.748263464000047,0,1
53,80,0,4,2,2,0.479979419998926,1,1
54,40,0,4,2,2,0.647965186000874,1,1
55,40,0,4,1,2,0.550738934000037,1,0
56,20,0,4,2,2,0.703802212001392,0,1
57,60,0,4,2,2,0.478212907999477,1,1
58,10,0,4,1,1,0.563595003999581,1,1
59,90,0,4,1,2,0.483550696999373,1,0
60,90,0,4,1,1,0.503897901000528,1,1
61,80,0,4,2,1,0.530978365000919,1,0
62,80,0,4,1,1,0.681015344000116,1,1
63,20,0,4,2,1,0.737938414999007,1,0
64,20,0,4,2,2,0.632468113999494,1,1
65,40,0,4,2,1,0.733179955999731,1,0
66,60,0,4,2,2,0.545009161000053,1,1
67,60,0,4,1,1,0.508475638998789,1,1
68,40,0,4,2,1,0.538429965999967,1,0
69,40,0,4,1,2,0.518299164999917,1,0
70,60,0,4,2,2,0.513047227999778,1,1
71,20,0,4,1,1,0.478439466000054,1,1
72,10,0,4,2,1,0.671248939999714,0,0
73,10,0,4,1,2,0.593863316998977,0,0
74,80,0,4,1,1,0.502539845001593,1,1
75,90,0,4,2,2,0.515551221000351,1,1
76,60,0,4,2,2,0.518178017000537,1,1
77,90,0,4,2,2,0.514252805000069,1,1
78,90,0,4,2,1,0.522522541999933,1,0
79,60,0,4,1,2,0.548785836999741,1,0
80,20,0,4,2,2,0.416506117999234,1,1
81,10,0,4,2,1,0.637775256000168,0,0
82,40,0,4,2,1,0.631712258998959,1,0
83,80,0,4,2,1,0.506780392001019,1,0
84,80,0,4,1,2,0.650915207999788,1,0
85,60,0,4,2,2,0.456292327000483,1,1
86,90,0,4,2,1,0.478113207000206,1,0
87,80,0,4,1,2,0.482974623999326,1,0
88,10,0,4,1,2,0.528851618999397,1,0
