Trial,Coherence,Practice,Block,Target_Direction,Distractor_Direction,RT,Acc,Congruency
1,90,1,3,2,2,1.65592969328645,1,1
2,20,1,3,1,2,0.950950356022076,1,0
3,60,1,3,2,2,0.677549787598764,1,1
4,10,1,3,2,1,1.35095548020763,0,0
5,80,1,3,1,2,0.724373297651255,1,0
6,60,1,3,2,1,0.603684289533703,1,0
7,90,1,3,1,1,0.605211080364825,1,1
8,10,1,3,1,1,0.964138999672286,0,1
9,20,1,3,1,1,0.937714439955016,1,1
10,60,1,3,1,2,0.654285623555552,1,0
11,80,1,3,2,1,0.630155399952855,1,0
12,20,1,3,2,2,0.888436011910017,1,1
13,80,1,3,1,1,0.55461479836049,1,1
14,60,1,3,1,1,0.587366644871508,1,1
15,90,1,3,1,2,0.69003511871415,1,0
16,10,1,3,2,2,0.80142878175684,1,1
17,10,1,3,1,2,0.562268599711388,1,0
18,40,1,3,1,1,0.603006237073714,1,1
19,40,1,3,2,2,0.576687408793077,1,1
20,40,1,3,2,1,0.603042683744206,1,0
21,20,1,3,2,1,0.734544445454958,1,0
22,40,1,3,1,2,0.611623529683129,1,0
23,90,1,3,2,1,1.12191809097385,1,0
24,80,1,3,2,2,0.587174307478563,1,1
1,40,0,4,2,2,0.713540336002552,1,1
2,60,0,4,2,2,0.564676245285227,1,1
3,40,0,4,1,1,0.502691640938792,1,1
4,90,0,4,2,2,0.651937158718283,1,1
5,60,0,4,1,1,0.633290535555716,1,1
6,60,0,4,1,1,0.487298153993834,1,1
7,10,0,4,1,2,0.842767969654233,0,0
8,10,0,4,1,2,0.989067802358477,0,0
9,60,0,4,1,1,0.546540597264539,1,1
10,90,0,4,2,1,0.591139777681747,1,0
11,60,0,4,1,1,0.556605291913002,1,1
12,10,0,4,2,2,0.694206278065394,1,1
13,90,0,4,2,2,0.504189923974991,1,1
14,80,0,4,2,2,1.00788294627819,1,1
15,90,0,4,2,2,0.549652637944746,1,1
16,10,0,4,2,2,0.760655058580596,1,1
17,20,0,4,2,2,0.442063863230942,1,1
18,80,0,4,1,1,0.538972319292952,1,1
19,60,0,4,2,2,0.434074463801153,1,1
20,10,0,4,1,1,1.11196129291056,0,1
21,20,0,4,2,2,0.61326940370418,1,1
22,10,0,4,2,1,1.22204828859321,1,0
23,80,0,4,2,2,0.618564636190058,1,1
24,40,0,4,1,2,0.603166097231224,1,0
25,90,0,4,1,2,0.574709906133648,1,0
26,40,0,4,1,1,1.03773746270599,1,1
27,40,0,4,2,2,0.846808137495827,1,1
28,10,0,4,1,2,1.45953697569166,1,0
29,10,0,4,1,1,1.06427136244019,1,1
30,10,0,4,2,2,3.23509728014142,1,1
31,60,0,4,2,2,0.720116614918879,1,1
32,90,0,4,1,1,0.600237372489573,1,1
33,10,0,4,2,1,1.54249682084082,1,0
34,80,0,4,1,2,0.672021801605297,1,0
35,10,0,4,2,1,1.78986039119991,1,0
36,20,0,4,2,1,1.00671773531212,1,0
37,20,0,4,2,2,0.710256165983083,1,1
38,40,0,4,2,2,0.689055388838824,1,1
39,40,0,4,1,2,0.641397935602072,1,0
40,60,0,4,1,2,0.61462406519604,1,0
41,90,0,4,1,1,0.619391723070294,1,1
42,90,0,4,1,1,0.52416594855822,1,1
43,10,0,4,2,1,0.813373186507306,1,0
44,10,0,4,2,2,0.789491955029007,1,1
45,40,0,4,2,1,0.673453686744324,1,0
46,80,0,4,2,2,0.589324661190403,1,1
47,80,0,4,1,2,0.582128427971838,1,0
48,20,0,4,2,2,0.720582843649026,1,1
49,20,0,4,1,2,0.687528958866096,1,0
50,90,0,4,2,1,0.580162472773736,1,0
51,60,0,4,2,2,0.612492476107946,1,1
52,90,0,4,2,2,0.577628165989154,1,1
53,10,0,4,1,1,0.946307555070234,0,1
54,90,0,4,2,2,0.574836567342572,1,1
55,80,0,4,2,1,0.612659553431513,1,0
56,40,0,4,2,2,0.736408277796727,1,1
57,80,0,4,1,2,0.559087274265039,1,0
58,90,0,4,1,2,0.518812257052559,1,0
59,90,0,4,1,1,0.516393785734181,1,1
60,90,0,4,2,1,0.5612495362966,1,0
61,80,0,4,1,1,0.585464200707065,1,1
62,20,0,4,1,1,0.78694177048601,0,1
63,60,0,4,2,1,0.64228889437436,1,0
64,20,0,4,2,2,0.736759753635852,1,1
65,90,0,4,2,1,0.543352415512345,1,0
66,10,0,4,1,1,1.67520493134361,0,1
67,90,0,4,1,1,0.54082243902667,1,1
68,80,0,4,1,1,0.511468432850961,1,1
69,40,0,4,2,1,0.462086799376266,1,0
70,20,0,4,2,2,0.603465970354591,1,1
71,20,0,4,2,1,0.763307005121533,1,0
72,80,0,4,1,2,0.52800475755248,1,0
73,20,0,4,1,1,0.709021670252696,1,1
74,40,0,4,1,2,0.643907704032245,1,0
75,60,0,4,1,1,0.598173263875651,1,1
76,10,0,4,2,2,0.835456261827858,1,1
77,20,0,4,2,1,0.949313864315627,1,0
78,10,0,4,1,2,0.839410184571534,0,0
79,40,0,4,1,1,0.561859025710874,1,1
80,80,0,4,1,1,0.603479322106068,1,1
81,80,0,4,2,1,0.572729877467282,1,0
82,40,0,4,2,1,0.777442179698483,1,0
83,20,0,4,1,1,0.722995902095136,1,1
84,80,0,4,1,1,0.58307243289164,1,1
85,60,0,4,2,1,0.55813352617588,1,0
86,80,0,4,1,1,0.604991317753957,1,1
87,40,0,4,2,2,0.536261913732233,1,1
88,20,0,4,1,1,0.59083268739596,1,1
89,90,0,4,2,1,0.376915615486723,1,0
90,60,0,4,1,2,0.44797471972015,1,0
91,20,0,4,1,2,0.691668362700511,1,0
92,40,0,4,2,1,0.520269041400752,1,0
93,10,0,4,2,2,1.13748839841173,1,1
94,60,0,4,2,1,0.501397603613441,1,0
95,20,0,4,1,1,0.528550014218126,0,1
96,90,0,4,1,2,0.469914534356576,1,0
97,60,0,4,2,1,0.625261080871496,1,0
98,20,0,4,2,1,0.646042179987489,1,0
99,80,0,4,1,2,0.69415864479015,1,0
100,40,0,4,2,1,0.541562919948774,1,0
101,60,0,4,1,1,0.552281489564848,1,1
102,80,0,4,1,1,0.567421293229927,1,1
103,40,0,4,1,2,0.708639521471923,1,0
104,60,0,4,2,1,0.577408403376467,1,0
105,80,0,4,2,2,0.536261192015445,1,1
106,80,0,4,2,1,0.618037061576615,1,0
107,60,0,4,2,1,0.84729385256469,1,0
108,90,0,4,2,2,0.489795653245892,1,1
109,20,0,4,2,1,0.774003562391954,1,0
110,10,0,4,2,1,0.584171245956895,1,0
111,40,0,4,1,2,0.510597682135995,1,0
112,80,0,4,2,2,0.528592234621101,1,1
113,20,0,4,1,2,0.683334343735623,1,0
114,60,0,4,1,2,0.500156612435603,1,0
115,90,0,4,2,2,0.5357206265071,1,1
116,90,0,4,1,2,0.415744313237155,1,0
117,60,0,4,2,1,0.439232570190143,1,0
118,90,0,4,1,1,0.376177660569738,1,1
119,40,0,4,1,1,0.616628271358422,1,1
120,60,0,4,1,2,0.602708168242316,1,0
121,80,0,4,2,1,0.506149383727461,1,0
122,40,0,4,2,1,0.489012591064238,1,0
123,60,0,4,1,2,0.531230829410561,1,0
124,90,0,4,2,2,0.462588031345149,1,1
125,40,0,4,1,2,0.448272788553368,1,0
126,20,0,4,1,2,0.407710167393816,0,0
127,90,0,4,2,2,0.509117442006755,1,1
128,10,0,4,1,1,0.957145207876238,0,1
129,40,0,4,2,2,0.482393009167936,1,1
130,60,0,4,2,2,0.529307816330402,1,1
131,40,0,4,2,2,0.51602643213846,1,1
132,10,0,4,1,2,1.35750649905458,0,0
133,40,0,4,2,2,0.713868716919023,0,1
134,20,0,4,2,2,1.83879780829193,1,1
135,90,0,4,1,2,0.631581150501006,1,0
136,90,0,4,2,1,0.589821923720592,1,0
137,80,0,4,2,1,0.571830618959211,1,0
138,20,0,4,1,2,0.616219419074696,1,0
139,40,0,4,2,1,0.539120992851167,1,0
140,80,0,4,2,2,0.535658558905197,1,1
141,10,0,4,1,1,0.997021476832742,0,1
142,20,0,4,1,2,0.576470533045722,0,0
143,20,0,4,1,2,0.896221526489171,0,0
144,80,0,4,2,1,0.913021999356715,1,0
145,60,0,4,2,2,0.489301638441248,1,1
146,10,0,4,1,1,0.589418123450741,1,1
147,90,0,4,1,1,0.522330263151161,1,1
148,90,0,4,1,2,0.563655377580289,1,0
149,20,0,4,1,1,0.42198030291911,1,1
150,40,0,4,2,1,0.484628525404332,1,0
151,80,0,4,2,2,0.440248385881205,1,1
152,20,0,4,1,1,0.486334662735317,1,1
153,40,0,4,2,1,0.627808017690768,1,0
154,60,0,4,2,2,0.44811292839222,1,1
155,40,0,4,2,2,0.489169203498022,1,1
156,20,0,4,1,2,0.555688351356366,0,0
157,90,0,4,2,1,0.52157643047758,1,0
158,60,0,4,2,2,0.41270877448369,1,1
159,80,0,4,1,2,0.497722985075598,1,0
160,40,0,4,1,1,0.567560223616965,1,1
161,90,0,4,1,2,0.469346182770096,1,0
162,60,0,4,1,2,0.456940962163571,1,0
163,10,0,4,1,1,0.832346386294375,0,1
164,20,0,4,1,1,0.637702387293757,0,1
165,40,0,4,1,1,0.906521861508736,0,1
166,10,0,4,2,2,0.64627782036041,1,1
167,60,0,4,1,1,0.562888554011806,1,1
168,10,0,4,1,1,0.523085900118531,1,1
169,90,0,4,2,2,0.497933365377321,1,1
170,40,0,4,1,2,0.533559447048901,1,0
171,20,0,4,2,2,0.575838670425583,1,1
172,40,0,4,1,1,0.490939573581272,1,1
173,40,0,4,2,1,0.511778770858655,1,0
174,60,0,4,2,1,0.468433211650336,1,0
175,60,0,4,2,2,0.483308145434421,1,1
176,90,0,4,1,2,0.539188473325339,1,0
177,80,0,4,2,1,0.588981845947274,1,0
178,60,0,4,2,2,0.54670262257423,1,1
179,80,0,4,1,1,0.534415041722241,1,1
180,80,0,4,1,2,0.551487240778442,1,0
181,60,0,4,2,1,0.484115024257335,1,0
182,60,0,4,1,1,0.454882988136887,1,1
183,10,0,4,2,1,0.9251471940388,0,0
184,80,0,4,2,1,0.484413814805521,1,0
185,10,0,4,1,2,0.630420269835668,1,0
186,20,0,4,2,1,0.438863773162666,1,0
187,10,0,4,1,2,0.68078271576087,0,0
188,90,0,4,1,1,0.564296622511392,1,1
189,20,0,4,2,1,0.674482854186863,1,0
190,80,0,4,2,2,0.523167093202574,1,1
191,10,0,4,1,2,0.890189060801276,0,0
192,90,0,4,2,2,0.488810871356691,1,1
193,60,0,4,1,2,0.565157990915395,1,0
194,40,0,4,1,1,0.581840824026585,1,1
195,40,0,4,1,2,0.517527962898384,1,0
196,10,0,4,2,1,0.532897272345508,1,0
197,10,0,4,2,2,0.50209225555227,1,1
198,20,0,4,1,1,0.450109556533789,0,1
199,60,0,4,1,2,0.535907551029595,1,0
200,80,0,4,2,2,0.484214621104911,1,1
201,80,0,4,2,1,0.555441524380512,1,0
202,20,0,4,2,1,0.606832416031466,1,0
203,60,0,4,1,2,0.650469187765339,1,0
204,10,0,4,1,1,0.592520060105016,1,1
205,80,0,4,2,1,0.529737959246631,1,0
206,40,0,4,1,2,0.602253486971676,1,0
207,40,0,4,1,1,0.447769391434122,1,1
208,40,0,4,2,2,0.52450154663893,1,1
209,20,0,4,1,1,1.08293386336118,0,1
210,10,0,4,2,2,0.706783988867755,1,1
211,80,0,4,1,1,0.558714146938655,1,1
212,60,0,4,2,1,0.557384023799386,1,0
213,90,0,4,2,1,0.540648144538864,1,0
214,80,0,4,1,2,0.644813097129372,1,0
215,20,0,4,2,1,0.524631816429974,1,0
216,40,0,4,1,2,1.12494280398278,1,0
217,40,0,4,1,1,0.659582299475005,1,1
218,10,0,4,1,1,1.40758386704329,0,1
219,40,0,4,2,1,0.620548995155332,1,0
220,90,0,4,1,1,0.634147934519206,1,1
221,10,0,4,1,2,0.802899639575116,0,0
222,10,0,4,2,1,0.553523202457654,1,0
223,20,0,4,2,1,0.643647525306733,1,0
224,60,0,4,1,1,0.451203678443562,1,1
