Trial,Coherence,Practice,Block,Target_Direction,Distractor_Direction,RT,Acc,Congruency
1,90,1,3,2,1,1.38948163828081,1,0
2,90,1,3,1,2,0.659261980395968,1,0
3,90,1,3,2,2,0.748608260833862,1,1
4,10,1,3,1,1,7.69526081554613,1,1
5,80,1,3,1,2,0.850547764430303,1,0
6,20,1,3,1,1,2.00494519829681,1,1
7,40,1,3,2,1,0.736698863622223,1,0
8,10,1,3,1,2,1.48241412571497,1,0
9,60,1,3,2,2,2.06909889783128,1,1
10,10,1,3,2,2,8.60525380407489,0,1
11,20,1,3,1,2,3.13061725125044,1,0
12,40,1,3,1,2,0.838963500294085,1,0
13,40,1,3,2,2,0.758077536119345,1,1
14,60,1,3,1,1,0.601291943880824,1,1
15,60,1,3,2,1,0.525098938247538,1,0
16,20,1,3,2,2,3.21101389195155,1,1
17,80,1,3,1,1,0.54623655758769,1,1
18,20,1,3,2,1,2.39738262461469,0,0
19,90,1,3,1,1,0.688034272851837,1,1
20,60,1,3,1,2,0.656872017733804,1,0
21,80,1,3,2,2,0.941591520991096,1,1
22,80,1,3,2,1,0.737541106239405,1,0
23,10,1,3,2,1,2.14445399114356,0,0
24,40,1,3,1,1,1.01436864461357,1,1
1,90,0,4,2,2,0.566713085037009,1,1
2,80,0,4,1,1,0.455681402785558,1,1
3,10,0,4,2,2,7.52148386260978,0,1
4,10,0,4,1,2,4.86474175376316,1,0
5,20,0,4,1,2,3.28221911804121,1,0
6,10,0,4,2,1,5.17904584087682,0,0
7,10,0,4,2,2,4.61089545834875,1,1
8,90,0,4,2,2,0.758123365088068,1,1
9,80,0,4,1,2,0.523288874422178,1,0
10,40,0,4,1,1,2.25173058484597,1,1
11,20,0,4,1,2,1.48139650610028,1,0
12,90,0,4,2,2,0.58716218727568,1,1
13,80,0,4,1,1,0.678794864124029,1,1
14,20,0,4,2,1,7.53279134864533,1,0
15,20,0,4,1,1,1.71961440155519,1,1
16,20,0,4,2,2,1.29108179099603,1,1
17,80,0,4,1,1,0.587686874836436,1,1
18,40,0,4,1,2,1.31107585127393,1,0
19,80,0,4,1,1,0.777846420991409,1,1
20,40,0,4,1,1,3.12753155432802,1,1
21,80,0,4,2,1,0.731801298584287,1,0
22,20,0,4,2,2,2.76871274366476,1,1
23,40,0,4,2,1,0.637471208040552,1,0
24,80,0,4,2,2,0.578411019449049,1,1
25,10,0,4,1,1,7.00675742727071,1,1
26,90,0,4,1,1,0.763110062057422,1,1
27,10,0,4,2,1,3.26451614532925,1,0
28,20,0,4,2,1,2.50675724684061,1,0
29,90,0,4,1,1,0.549315037350425,1,1
30,60,0,4,1,1,0.544823798441939,1,1
31,80,0,4,2,2,0.536075156621337,1,1
32,10,0,4,2,1,4.37437612159192,1,0
33,40,0,4,2,1,1.47636542359578,1,0
34,20,0,4,1,1,2.10249666837808,1,1
35,60,0,4,1,1,0.753607226974964,1,1
36,20,0,4,1,2,8.82970099665363,1,0
37,60,0,4,1,1,0.616093618117702,1,1
38,40,0,4,1,2,3.1085948080472,1,0
39,80,0,4,2,1,1.45510402995387,1,0
40,80,0,4,1,2,7.15005775532609,1,0
41,60,0,4,2,1,1.30708223557303,1,0
42,10,0,4,2,2,8.64464939576192,0,1
43,20,0,4,2,2,1.33877134339946,1,1
44,80,0,4,1,1,0.650104486438977,1,1
45,60,0,4,2,2,0.525014858329087,1,1
46,60,0,4,2,1,1.2931458988669,1,0
47,80,0,4,1,1,1.06862725640076,0,1
48,80,0,4,1,1,3.03306036829872,1,1
49,90,0,4,1,2,4.24297508672316,1,0
50,60,0,4,1,1,5.60268666012598,1,1
51,20,0,4,2,2,1.0858650831251,1,1
52,40,0,4,2,1,1.02307398347239,1,0
53,60,0,4,1,2,0.701616246982667,1,0
54,40,0,4,2,2,0.677606197808018,1,1
55,90,0,4,2,2,0.626055103741237,1,1
56,90,0,4,1,1,0.58473505623806,1,1
57,40,0,4,1,2,4.06647979032732,1,0
58,60,0,4,1,2,4.22108688270237,1,0
59,20,0,4,2,2,3.04251484840552,1,1
60,10,0,4,1,2,1.82516898078939,0,0
61,90,0,4,1,2,0.774583903639723,1,0
62,60,0,4,1,1,0.784791855290678,1,1
63,80,0,4,1,2,0.495022504910594,1,0
64,10,0,4,1,1,5.49606646716074,0,1
65,20,0,4,2,2,0.959537712008569,1,1
66,10,0,4,2,2,1.82132512116732,1,1
67,40,0,4,2,2,0.852890815550381,1,1
68,20,0,4,2,1,0.961373757611,1,0
69,90,0,4,1,2,0.589858157538401,1,0
70,40,0,4,2,2,0.883769075405326,1,1
71,60,0,4,2,2,2.08674557669292,1,1
72,90,0,4,2,2,5.19008196168124,1,1
73,80,0,4,1,2,0.812974505742204,1,0
74,90,0,4,1,2,0.852151056610637,1,0
75,90,0,4,1,2,0.552667047491923,1,0
76,20,0,4,1,2,1.6879924133209,1,0
77,80,0,4,1,1,0.676452534720738,1,1
78,80,0,4,1,1,0.556141749359995,1,1
79,20,0,4,2,2,1.35652050593762,1,1
80,60,0,4,2,1,0.688958069381442,1,0
81,60,0,4,1,2,0.714103017025081,1,0
82,20,0,4,1,1,0.954413528133955,1,1
83,60,0,4,1,1,0.692111968469362,1,1
84,60,0,4,2,2,0.623569874562236,1,1
85,60,0,4,2,1,0.623416870762412,1,0
86,80,0,4,2,2,0.620831683911092,1,1
87,60,0,4,2,2,0.500490225619615,1,1
88,10,0,4,2,1,0.990430767043108,0,0
89,10,0,4,2,1,1.84653646668721,0,0
90,10,0,4,2,1,1.39149666946014,0,0
91,20,0,4,1,2,1.01853042015046,1,0
92,20,0,4,2,2,2.62691791526504,1,1
93,90,0,4,2,1,0.699440273126129,1,0
94,10,0,4,1,2,1.14030051534155,1,0
95,20,0,4,2,2,1.4474715219867,1,1
96,10,0,4,1,1,1.35945716849892,1,1
97,60,0,4,1,1,0.606808380422081,1,1
98,20,0,4,1,1,1.07409533796726,1,1
99,10,0,4,2,1,1.03980660897014,1,0
100,10,0,4,1,1,1.07475534728383,1,1
101,20,0,4,1,1,0.76091496272511,1,1
102,90,0,4,1,1,0.543712355743082,1,1
103,60,0,4,2,1,0.538606575626545,1,0
104,40,0,4,2,2,0.616388439119874,1,1
105,40,0,4,2,2,0.707606129245505,1,1
106,90,0,4,1,2,0.622621539687316,1,0
107,20,0,4,1,2,0.734074704105296,1,0
108,10,0,4,2,1,2.6794620906021,0,0
109,60,0,4,1,2,0.637289696457628,1,0
110,90,0,4,2,1,0.609107406863586,1,0
111,60,0,4,1,2,0.570655098039424,1,0
112,60,0,4,1,2,0.706365860232836,1,0
113,10,0,4,1,1,1.80646101849288,1,1
114,40,0,4,2,1,0.934157845793379,1,0
115,90,0,4,2,1,0.627939143460026,1,0
116,20,0,4,1,2,2.0308122228389,1,0
117,10,0,4,1,1,3.57009973754793,0,1
118,20,0,4,1,1,1.79356323116644,1,1
119,60,0,4,2,1,0.787052269923151,1,0
120,80,0,4,2,1,0.589453274840707,1,0
121,80,0,4,2,2,0.714788647262139,1,1
122,90,0,4,1,2,0.539906386212351,1,0
123,80,0,4,2,2,1.15821062055602,1,1
124,80,0,4,2,2,0.520644506857025,1,1
125,40,0,4,1,2,0.611635578146888,1,0
126,10,0,4,2,2,6.32808742001998,1,1
127,60,0,4,2,2,0.675633026158721,1,1
128,40,0,4,1,1,0.639357773765369,1,1
129,90,0,4,2,2,0.549529026156051,1,1
130,20,0,4,2,1,1.54147251001632,1,0
131,60,0,4,2,1,0.724381696848468,1,0
132,20,0,4,2,1,2.18523527762409,1,0
133,20,0,4,1,2,1.49304139438482,0,0
134,20,0,4,1,1,2.19472620439046,1,1
135,10,0,4,1,2,0.901997096536434,1,0
136,40,0,4,1,1,1.26560882341164,1,1
137,90,0,4,2,2,0.61533798142591,1,1
138,60,0,4,1,1,0.570025400796112,1,1
139,90,0,4,1,1,0.747037445876231,1,1
140,60,0,4,2,2,0.652224166445194,1,1
141,40,0,4,1,2,0.597783682216686,1,0
142,90,0,4,1,2,0.614295823465,1,0
143,40,0,4,1,1,0.550827032450798,1,1
144,40,0,4,1,2,0.844592524537802,1,0
145,40,0,4,1,2,0.74987523334039,1,0
146,90,0,4,1,2,0.516708267582544,1,0
147,80,0,4,1,2,0.502046606256044,1,0
148,40,0,4,1,2,0.772582945922295,1,0
149,40,0,4,1,1,0.687089546556308,1,1
150,60,0,4,2,1,0.592738165390074,1,0
151,10,0,4,2,1,0.568205232946639,1,0
152,60,0,4,2,2,0.545159396399868,1,1
153,10,0,4,2,1,2.14428330530063,0,0
154,80,0,4,2,1,0.604252423071557,1,0
155,10,0,4,1,2,1.64105055873461,0,0
156,60,0,4,2,2,0.545049334704345,1,1
157,60,0,4,1,2,0.96434470168424,1,0
158,20,0,4,1,2,0.620179974328494,1,0
159,80,0,4,1,2,0.537265627227498,1,0
160,90,0,4,2,1,0.481378102341296,1,0
161,40,0,4,2,1,0.44109407821179,1,0
162,20,0,4,1,1,0.502767600579318,1,1
163,40,0,4,1,1,0.988852734924876,1,1
164,40,0,4,1,2,0.903441972045584,1,0
165,40,0,4,2,2,0.670032870556497,1,1
166,20,0,4,2,2,1.71277036836,1,1
167,60,0,4,1,2,0.580881453449365,1,0
168,90,0,4,1,1,0.582353032452374,1,1
169,10,0,4,1,1,3.46167886306648,1,1
170,40,0,4,2,2,0.788361462817193,1,1
171,20,0,4,1,1,1.47437384818568,1,1
172,40,0,4,2,1,0.742669620410197,1,0
173,20,0,4,2,1,0.859381568743629,1,0
174,10,0,4,1,2,0.780045128904021,1,0
175,80,0,4,2,1,0.624057032888231,1,0
176,20,0,4,2,2,1.43831980175855,1,1
177,20,0,4,2,1,1.13347669019549,1,0
178,60,0,4,1,1,0.718909645843269,1,1
179,20,0,4,1,1,0.888671331598744,1,1
180,20,0,4,1,1,0.927586621261071,1,1
181,90,0,4,2,1,0.591406599299262,1,0
182,80,0,4,2,2,0.571111583433776,1,1
183,20,0,4,1,2,4.95969107666679,1,0
184,10,0,4,1,1,2.89897491062402,1,1
185,80,0,4,2,2,0.574403330286259,1,1
186,10,0,4,2,1,4.23246545776783,1,0
187,90,0,4,2,2,0.551204850798058,1,1
188,20,0,4,1,2,0.83737897273113,1,0
189,90,0,4,1,1,0.489130415170621,1,1
190,60,0,4,1,2,2.90409440334497,1,0
191,90,0,4,2,1,1.19369739817739,1,0
192,80,0,4,1,1,0.645739186979881,1,1
193,60,0,4,1,2,0.976719244882588,1,0
194,20,0,4,2,2,5.62973296867403,1,1
195,80,0,4,1,2,0.698318004686371,1,0
196,40,0,4,1,1,1.99329164941992,1,1
197,60,0,4,2,1,0.758703624782356,1,0
198,10,0,4,1,1,1.77103089558113,1,1
199,10,0,4,2,2,2.79582472837319,1,1
200,10,0,4,2,2,1.3147612942239,1,1
201,10,0,4,1,1,1.13260846580124,1,1
202,60,0,4,1,2,0.757060638220537,1,0
203,40,0,4,2,1,0.752089097288263,1,0
204,40,0,4,1,2,1.03654048303724,1,0
205,90,0,4,1,1,0.678793420692273,1,1
206,80,0,4,2,2,0.503112580845482,1,1
207,80,0,4,1,2,0.710183738077831,1,0
208,40,0,4,2,1,0.852081771870871,1,0
209,60,0,4,1,1,0.697599897227519,1,1
210,40,0,4,1,2,3.53597303380138,1,0
211,40,0,4,1,1,0.756176536073326,1,1
212,20,0,4,2,1,0.81125068698293,1,0
213,60,0,4,2,2,0.58881058670795,1,1
214,90,0,4,2,1,0.551823722301378,1,0
215,90,0,4,1,2,0.51321010994252,1,0
216,10,0,4,1,1,3.07341656403241,1,1
217,80,0,4,2,2,0.677110378890575,1,1
218,90,0,4,1,1,0.643597855492771,1,1
219,90,0,4,2,2,0.529161477828893,1,1
220,80,0,4,2,1,0.560366314192834,1,0
221,10,0,4,2,2,6.41223770583838,1,1
222,10,0,4,2,2,1.65562164469702,1,1
223,40,0,4,2,1,0.742559558713765,1,0
224,80,0,4,2,1,2.39125309029805,1,0
225,60,0,4,2,1,0.749674235423299,1,0
226,90,0,4,2,1,0.908132765439404,1,0
227,80,0,4,2,1,1.1345902980438,1,0
228,80,0,4,1,2,0.614476974191348,1,0
229,10,0,4,2,2,6.02154322375372,1,1
230,40,0,4,2,2,0.686166832600975,1,1
231,40,0,4,2,2,1.33680178032864,1,1
232,40,0,4,1,1,0.687046604452007,1,1
233,20,0,4,2,1,1.180257241248,0,0
234,20,0,4,1,2,1.60986484784644,1,0
235,80,0,4,1,2,0.600779525493635,1,0
236,80,0,4,2,1,0.642286497450186,1,0
237,20,0,4,2,1,1.65569489887548,1,0
238,80,0,4,1,1,0.642234894753528,1,1
239,40,0,4,1,1,0.63965259476754,1,1
240,40,0,4,2,2,0.618295212893827,1,1
241,10,0,4,1,2,1.88923607439847,1,0
242,60,0,4,2,1,0.617649277038254,1,0
243,80,0,4,1,2,0.540219610973509,1,0
244,80,0,4,2,1,0.512826517868234,1,0
245,90,0,4,1,1,0.545234454867568,1,1
246,40,0,4,1,1,0.881309106288427,1,1
247,90,0,4,2,2,0.595469138880617,1,1
248,20,0,4,2,1,3.26390809956683,1,0
249,10,0,4,1,2,2.57020366465713,0,0
250,60,0,4,1,2,0.592570366411564,1,0
251,80,0,4,2,1,0.546383065942791,1,0
252,90,0,4,2,1,0.541125364601612,1,0
253,10,0,4,2,2,2.24004275445805,1,1
254,40,0,4,2,1,0.675644934473894,1,0
255,10,0,4,1,2,4.21079268598533,1,0
256,10,0,4,1,2,5.5134796708835,0,0
257,60,0,4,2,2,0.518481523889022,1,1
258,90,0,4,2,1,0.557654105319671,1,0
259,80,0,4,1,1,0.434241023566756,1,1
260,90,0,4,1,2,0.666048637165659,1,0
261,10,0,4,1,2,1.48056905866179,1,0
262,90,0,4,1,2,0.625872148725648,1,0
263,40,0,4,2,2,0.684350634190196,1,1
264,20,0,4,1,1,0.988960992330249,1,1
265,80,0,4,2,2,0.628856083687424,1,1
266,10,0,4,1,2,3.32601609498943,0,0
267,80,0,4,1,2,0.59168951198626,1,0
268,80,0,4,2,1,0.558202248650559,1,0
269,60,0,4,2,2,0.586643995159648,1,1
270,90,0,4,2,2,0.617259189520155,1,1
271,90,0,4,2,1,0.629837256641622,1,0
272,90,0,4,1,1,0.529209111087766,1,1
273,60,0,4,2,2,0.533378825500222,1,1
274,20,0,4,2,1,4.11380271098187,1,0
275,40,0,4,2,1,2.70856095956515,1,0
276,90,0,4,1,1,0.617755369295992,1,1
277,60,0,4,1,1,0.610716111913462,1,1
278,40,0,4,2,2,0.655361826922672,1,1
279,10,0,4,1,1,2.962738161782,1,1
280,10,0,4,2,1,2.58604460999049,1,0
281,40,0,4,1,2,0.851954028131331,1,0
282,90,0,4,2,1,0.614945367900873,1,0
283,10,0,4,2,2,3.39787772181717,1,1
284,90,0,4,2,2,0.697784656534168,1,1
285,80,0,4,2,2,0.672192605803502,1,1
286,40,0,4,2,1,3.1276574937765,0,0
287,60,0,4,2,1,0.858426016708108,1,0
288,60,0,4,1,1,0.55223906988158,1,1
